chr gene skat skato nvar 
19 OR1I1 0.396965957524286 0.156331024865923 4 1.98384070396423
11 USP35 0.0913457724226042 0.156394035276497 10 1.70972990989685
11 GLYATL1 0.119635355597396 0.156436798086992 2 1.81102156639099
1 RBM15 0.245549946931455 0.156472337995447 4 2.29788827896118
19 XAB2 0.117418345519054 0.156589847076665 4 1.91811418533325
2 CYP20A1 0.124852239953172 0.156678316125918 2 1.62192153930664
3 TMEM41A 0.169397098234044 0.156784710951901 2 1.91460156440735
11 MRGPRE 0.121148484581844 0.156851025614365 3 1.65595817565918
5 SLC6A7 0.120018190090897 0.156927994164921 2 1.65186381340027
10 SLC16A12 0.128161848679688 0.156936410935743 2 1.87600493431091
14 ADAM20 0.683948187134673 0.156936907496203 5 1.95431423187256
8 ADCK5 0.448619336005216 0.156963955700682 4 1.86944341659546
22 PRODH 0.0873127048762547 0.157007584868151 13 1.64736151695251
12 AVPR1A 0.295939736548936 0.157388395932254 2 1.22434377670288
16 TELO2 0.0969352170139767 0.157407865366638 9 2.0597448348999
12 GUCY2C 0.217607499153312 0.157705193896229 4 1.88612198829651
7 IQCE 0.294096598923407 0.157718196088139 9 2.02560544013977
4 F11 0.124003814530362 0.157726986189749 2 1.42533683776855
3 DCP1A 0.681930724587204 0.157729395694277 6 2.03556942939758
3 SLC6A20 0.225593206574887 0.157731599695932 5 1.46582460403442
1 ACBD3 0.181193404040815 0.157818860619697 2 1.63437581062317
19 APOC2 0.158082794018322 0.158082794018322 1 1.86814737319946
1 NASP 0.093380994703888 0.158113280695799 8 1.39463543891907
1 DSTYK 0.103104373406082 0.158343777297199 3 1.15483140945435
14 LTB4R2 0.776101820448717 0.158564583241972 6 1.33777332305908
7 ZPBP 0.111252289328311 0.158762587949731 3 1.94960141181946
16 PDPR 0.74016945508957 0.158789524472548 7 2.01639175415039
17 ABR 0.804294363623095 0.158871413477969 4 2.00361776351929
5 FBN2 0.969402345931222 0.158887464714508 20 2.02822589874268
20 TRPC4AP 0.115744357831815 0.158921654848435 3 1.92860412597656
4 ATP10D 0.154222666581921 0.158923018436986 10 1.46574687957764
19 DAPK3 0.298820205053819 0.158985835253096 3 1.67906856536865
15 RNF111 0.121582638537502 0.158992676859312 6 2.22721910476685
19 WTIP 0.154001656273725 0.159047333475926 2 1.92427706718445
8 CSPP1 0.300349511091396 0.159053366479147 11 1.89459943771362
4 DKK2 0.145029792279161 0.159063376275993 2 1.40598630905151
11 P4HA3 0.129947177935005 0.159075688911883 2 1.97269678115845
15 CIB2 0.159080045010916 0.159080045010916 1 1.08188414573669
2 APLF 0.63524097046375 0.159139740324468 6 1.90302753448486
11 RPUSD4 0.110423516249779 0.159264128149238 5 1.19073700904846
9 MAMDC2 0.190030570671091 0.159429233108979 2 1.73100805282593
19 KANK2 0.708851139123955 0.159458814233942 9 1.38811135292053
1 LEMD1 0.292967002736674 0.159712770253368 2 1.91380429267883
2 ZDBF2 0.162992438746393 0.159791107272667 16 1.57917928695679
10 CAMK1D 0.159887523386756 0.159887523386756 1 1.50277543067932
13 LACC1 0.159887523386756 0.159887523386756 1 1.69701433181763
14 UBR7 0.159887523386756 0.159887523386756 1 1.82296466827393
15 THAP10 0.159887523386756 0.159887523386756 1 1.06968545913696
17 BLMH 0.159887523386756 0.159887523386756 1 1.14219093322754
1 TMCC2 0.159887523386756 0.159887523386756 1 1.83048057556152
1 UBXN10 0.159887523386756 0.159887523386756 1 1.42227268218994
5 ZNF131 0.159887523386756 0.159887523386756 1 1.77128839492798
6 LY6G6F 0.159887523386756 0.159887523386756 1 1.26042103767395
8 GPIHBP1 0.159887523386756 0.159887523386756 1 1.88530039787292
8 PNMA2 0.159887523386756 0.159887523386756 1 1.72617101669312
13 FLT1 0.19648218493241 0.159920283623066 7 1.9487726688385
19 ZNF180 0.133971877868257 0.160195545663643 3 1.99467992782593
2 DNAH6 0.0908997882587573 0.160262536361642 26 2.23626089096069
2 MLPH 0.108042631425738 0.160373148014211 6 1.17965221405029
19 SLC17A7 0.113278110415964 0.160409712600166 3 1.17127323150635
8 ASPH 0.670731963939764 0.160572474912148 4 1.94596171379089
6 MOG 0.116889262217257 0.160681598392869 2 1.89813709259033
2 AOX1 0.102830921723367 0.160687975132937 9 2.31407070159912
12 TCTN1 0.278844702428056 0.160690880768551 3 1.88351845741272
13 MLNR 0.107284904483994 0.160809730473331 4 1.91372156143188
10 DDX50 0.421182142515796 0.160810277425919 3 1.63185214996338
1 KANK4 0.146831033827177 0.160857722929776 5 1.93674325942993
1 PLXNA2 0.0955930069249359 0.160997248736621 12 1.79180455207825
9 CYLC2 0.777569708660143 0.161161909044028 3 1.40070199966431
7 ACTR3B 0.376523208143443 0.161275699570683 2 1.42228007316589
12 ZNF705A 0.186375346984028 0.161361194435479 2 1.86670017242432
19 KLK7 0.131511963771932 0.161402237812223 2 1.30705976486206
17 NME1-NME2 0.129743709137606 0.161499421641981 2 1.28098154067993
17 NME2 0.129743709137606 0.161499421641981 2 1.37134218215942
19 HOOK2 0.0949635095668625 0.16182811138717 8 1.93275904655457
15 CEP152 0.0982926957431092 0.161934424478629 5 1.92092204093933
5 TRAPPC13 0.305741538008196 0.161976493402049 3 1.1663224697113
9 TSC1 0.702839379410373 0.162124149678009 4 1.82904076576233
8 TM2D2 0.355550061225075 0.162166841771787 2 1.43759894371033
1 ERMAP 0.373663761436027 0.162245826057122 3 1.3816397190094
3 ZCWPW2 0.312744878403891 0.16229315730347 2 1.21809697151184
22 PPP6R2 0.156512133155337 0.16232335427651 6 1.21771645545959
4 LRPAP1 0.479463097037523 0.162481322662205 3 1.17831325531006
11 VWA5A 0.187489711176125 0.162542478864178 4 1.81706309318542
15 GOLGA8M 0.522654969741425 0.16262150331856 3 1.23420643806458
2 NRP2 0.817701698027354 0.162718344350967 4 2.06866836547852
4 JAKMIP1 0.107395602366654 0.162876911033074 4 1.90874838829041
7 ZNF775 0.116627263059409 0.162909366782971 4 1.96504926681519
12 GLI1 0.0977904827411401 0.162954086036909 8 2.08905625343323
4 UGT2A2 0.107730389416673 0.163030340895793 7 1.49921154975891
20 CHD6 0.100335894892868 0.163033603528306 8 1.96223449707031
20 MKKS 0.0995031308855595 0.163423034944004 6 1.31601929664612
5 PCDHB7 0.115048602388245 0.163467969637626 3 1.68699860572815
1 GJB5 0.360649564695629 0.163598354609417 2 1.9199070930481
9 ZNF367 0.163732885864315 0.163732885864315 1 1.78176760673523
19 TULP2 0.636510586281349 0.163763476524398 4 2.11335492134094
1 VWA5B1 0.0940344741267834 0.163872761389373 13 1.47227597236633
9 ADAMTSL1 0.222526212659694 0.16398232126625 11 2.65797781944275
19 MYH14 0.0977985816875148 0.164009002928149 9 1.21719312667847
19 SLC1A5 0.100545073752015 0.164093088490977 7 1.69592428207397
2 METTL8 0.237989733673762 0.164096778898284 4 1.16698694229126
7 ZDHHC4 0.113931831515473 0.164128653745967 4 1.38223814964294
16 SPIRE2 0.674535822348586 0.164246312006095 5 2.11454463005066
11 ROM1 0.24117548397662 0.164337942548134 8 2.0416088104248
7 STK17A 0.647471901324831 0.164481352624964 4 1.9361732006073
9 DENND4C 0.10184888030554 0.164503305866002 7 1.93576145172119
7 PMPCB 0.138647128090816 0.164589528832416 5 1.9736328125
6 STXBP5 0.114361388175879 0.164673690700659 3 1.26596093177795
17 KRT32 0.910367826051539 0.164694040248245 5 1.96968245506287
12 KRT8 0.132809292225307 0.164730237953148 9 1.97180557250977
16 NOMO3 0.17804026695808 0.164829982243789 2 1.55345296859741
16 LRRC36 0.905448737288035 0.16492306282572 6 1.76961350440979
11 CREB3L1 0.0978783841093668 0.164936349966757 8 1.94869017601013
17 HSF5 0.166161314665948 0.164963411331518 3 1.83977270126343
6 SSR1 0.260120146662196 0.164996563800888 2 1.87239503860474
5 ZNF366 0.488839484783252 0.165038690993628 3 1.42399907112122
5 FAM153B 0.127947921517195 0.165087769211076 2 1.81732225418091
9 EHMT1 0.120207069334415 0.165098413134418 4 1.77777409553528
19 TRPM4 0.0933401998050443 0.165115371783161 14 1.36227416992188
12 SLCO1A2 0.743819071997812 0.165169451972176 4 2.03319311141968
7 KIAA1324L 0.191475713893491 0.165306661945062 2 1.90426993370056
8 UQCRB 0.27645766930796 0.165336999744819 2 1.5317006111145
19 FCHO1 0.0995943353266318 0.165681796684989 11 1.90165686607361
16 CDH11 0.340375060377584 0.165935860293282 5 1.31907725334167
2 ALK 0.101975420348215 0.16612939325387 7 2.16235733032227
2 MAP2 0.671283272560204 0.166212553588 10 2.03723311424255
9 FAM78A 0.642277147939071 0.166229443383384 3 1.36946630477905
7 OPN1SW 0.194962904823587 0.166529181011559 3 1.23867654800415
16 ZNF423 0.102676937418252 0.166579028021024 6 2.06789946556091
5 PCDHA12 0.65931714012616 0.166619442060274 11 1.84232640266418
3 USP13 0.132363770470733 0.166632170063684 2 1.16847729682922
6 KCNK5 0.17780471813 0.166672874323612 3 1.87604284286499
1 IQGAP3 0.726118730086161 0.166677872607996 10 2.13084053993225
17 GSDMA 0.114868617066154 0.166743546885602 4 1.72956395149231
16 HSD17B2 0.119780927242205 0.166777759674811 3 1.94703722000122
10 C10orf76 0.502839591117505 0.166957609241977 3 2.52909374237061
16 NAA60 1 0.167204758170353 6 2.3262050151825
1 ADAM15 0.623983693966777 0.167255609703503 5 1.20478749275208
19 GIPC3 0.541218640580421 0.167362411315109 3 1.86846399307251
22 MYH9 0.474479632689732 0.167572953846215 8 1.31620144844055
4 SCLT1 0.216121604181156 0.167609046582476 2 1.23210787773132
3 LIPH 0.127734703340441 0.167647679237218 3 1.49309706687927
2 PEX13 0.128195021930022 0.167844538446203 3 2.16925859451294
1 RPRD2 0.124832580372629 0.167932582445712 3 1.8761510848999
14 ESRRB 0.459971060501468 0.168040722296727 4 1.89432692527771
12 NCKAP1L 0.428925070539887 0.168060369273512 3 1.78683853149414
3 SHQ1 0.241472192472359 0.168078797878382 2 1.82478928565979
5 N4BP3 0.229220758415132 0.168120223212583 4 1.55075526237488
9 RUSC2 0.100954028577798 0.168162470189149 8 2.1371865272522
4 EVC2 0.0961325241773655 0.168174845266583 25 2.26088929176331
12 KLRC2 0.168487223467695 0.168487223467695 1 1.83976602554321
1 SLC25A24 0.131716547879919 0.168605371596618 2 2.02766442298889
2 PPM1B 0.117465135695146 0.168823873541596 3 1.48820972442627
15 POLR2M 0.512448590784051 0.168833110926418 3 1.59874391555786
3 IGSF10 0.0944294474333766 0.169073606443513 17 1.97540926933289
6 UST 0.113118337687442 0.169148968330522 4 1.85793948173523
17 NR1D1 0.622031443171699 0.169164452970701 4 1.89481425285339
19 SCN1B 0.92195319700331 0.169169426409372 6 1.24565863609314
11 SPTY2D1 0.336427789571116 0.169272041562786 2 1.47342896461487
12 HCAR1 0.117601938495039 0.169462361100289 2 1.90163469314575
5 ITGA2 0.102182096106695 0.169463087227755 9 2.44097495079041
19 GRIN2D 0.501756538750091 0.16948358933182 3 2.07160997390747
20 CDH4 0.289959987434317 0.169582064215196 2 1.50930190086365
3 PTH1R 0.702507995337384 0.169664593771693 3 1.26721906661987
6 HEBP2 0.12051072327264 0.169696686851838 4 1.71052145957947
6 BRPF3 0.335210972640143 0.169712268442575 9 2.01283931732178
11 OR51M1 0.881827609479725 0.169731255457747 5 1.72646808624268
22 MICALL1 0.102634259285286 0.16973735032386 12 1.78501677513123
15 C15orf52 0.108411843183481 0.169750185967049 4 1.14238262176514
10 SYCE1 0.169780853887907 0.169780853887907 1 1.84310936927795
12 LHX5 0.169780853887907 0.169780853887907 1 2.0602970123291
14 IGHA2 0.169780853887907 0.169780853887907 1 1.70960474014282
16 AP1G1 0.169780853887907 0.169780853887907 1 1.81993651390076
17 RFNG 0.169780853887907 0.169780853887907 1 1.42119073867798
19 SAMD4B 0.169780853887907 0.169780853887907 1 1.93052005767822
1 FGR 0.169780853887907 0.169780853887907 1 1.39148855209351
21 KRTAP19-8 0.169780853887907 0.169780853887907 1 1.43057513237
2 IGKV3-20 0.169780853887907 0.169780853887907 2 2.07975435256958
4 C4orf22 0.169780853887907 0.169780853887907 1 1.56678438186646
4 PF4 0.169780853887907 0.169780853887907 1 1.79123878479004
4 SAP30 0.169780853887907 0.169780853887907 1 1.31800508499146
6 KLHL32 0.169780853887907 0.169780853887907 1 1.36313247680664
7 GPR141 0.169780853887907 0.169780853887907 1 1.21487307548523
7 PRKAR2B 0.169780853887907 0.169780853887907 1 1.61295604705811
9 OR1L1 0.169780853887907 0.169780853887907 1 1.73336672782898
6 CRISP3 0.194673030733107 0.169787447855902 3 1.92803049087524
7 CPVL 0.562167091175101 0.169888383656763 3 1.61814832687378
22 DGCR2 0.113020744846815 0.17005034029677 4 2.19630551338196
2 ATG4B 0.122424030039824 0.17015017161722 4 1.99444556236267
9 DNLZ 0.16123177810487 0.170236029641551 6 1.39183878898621
9 TTC39B 0.110125184080687 0.170293205850815 9 1.48106527328491
10 HTR7 0.129142059152874 0.170369016755041 2 2.00178122520447
11 CBL 0.110109126146773 0.170433275737637 4 1.91685581207275
11 TTC9C 0.1705209966445 0.1705209966445 1 1.87571787834167
12 C12orf76 0.1705209966445 0.1705209966445 1 1.83858871459961
12 DCN 0.1705209966445 0.1705209966445 1 1.29621481895447
15 KNSTRN 0.1705209966445 0.1705209966445 1 1.87759590148926
18 SLC25A52 0.1705209966445 0.1705209966445 1 1.2104926109314
1 ATP6V1G3 0.1705209966445 0.1705209966445 1 1.32953071594238
20 DNAJC5 0.1705209966445 0.1705209966445 1 1.13073015213013
2 DAW1 0.1705209966445 0.1705209966445 1 1.81958198547363
2 USP39 0.1705209966445 0.1705209966445 1 1.89266872406006
3 DHX36 0.1705209966445 0.1705209966445 1 1.40277552604675
4 PPP3CA 0.1705209966445 0.1705209966445 1 1.30024313926697
5 CAPSL 0.1705209966445 0.1705209966445 1 1.78124570846558
5 LYSMD3 0.1705209966445 0.1705209966445 1 1.7569317817688
5 PDE8B 0.1705209966445 0.1705209966445 1 1.13002061843872
9 MRPS2 0.1705209966445 0.1705209966445 1 1.15637445449829
17 G6PC3 0.136901947458012 0.170644941517166 2 1.94719839096069
1 CELA3B 0.120159727864932 0.170792404597133 4 1.36712145805359
19 LSR 0.102058998425427 0.170912003421492 7 1.59591293334961
3 SCN11A 0.128479893718348 0.171063644861971 4 1.91400098800659
6 ENPP1 0.389812020566342 0.171118349074535 3 1.58106589317322
16 MVP 0.108879292665506 0.171167526681329 9 2.3111686706543
20 MOCS3 0.128682188120229 0.171196555625845 2 1.71810364723206
5 CMBL 0.136628260062622 0.171214668350049 2 2.47728157043457
12 TBX5 0.136628260062622 0.17121466835005 2 1.31964731216431
1 MYSM1 0.294424441233428 0.17133010718836 5 2.32911157608032
1 CD46 0.356560737065278 0.171527653071325 3 1.2842903137207
11 MPZL2 0.195726212889211 0.171551371689836 4 1.87119722366333
15 KIF7 0.704091043031246 0.171583584094528 10 2.11079359054565
20 GZF1 0.588822458497293 0.17169640100672 5 2.07427716255188
6 CEP57L1 0.159900110123849 0.171721871751985 4 1.40058445930481
12 RERG 0.128050408956477 0.171739397780913 2 2.17447304725647
7 GIMAP7 0.119199491999237 0.171759417063311 4 1.3822774887085
8 LOXL2 0.195250046977976 0.171792270781223 8 1.78898143768311
11 PATL1 0.288961205528915 0.17179970772617 3 1.19024085998535
18 POLI 0.236635342352847 0.171821794680409 2 1.32404899597168
3 PDZRN3 0.355581711979429 0.171869643251392 5 1.22757077217102
14 DHRS7 0.265025297579298 0.171925631882491 4 1.30887150764465
14 GALC 0.453967139214205 0.171966190077474 3 1.79001402854919
16 CDH13 0.109938309097264 0.172007479814148 5 1.68763566017151
9 CACNA1B 0.95773146173162 0.172134017762553 10 2.02349185943604
4 QRFPR 0.137837583095201 0.172134027440081 3 1.90959453582764
16 CCP110 0.134765850295327 0.172142442342751 2 1.84731674194336
5 NMUR2 0.109474626308846 0.172168541086003 6 1.29290914535522
8 ERLIN2 0.134586457736339 0.172218366306899 2 1.69178915023804
4 STAP1 0.172278340173679 0.172278340173679 1 1.94842267036438
17 MED1 0.132112590097709 0.172417482187612 3 1.85884976387024
7 KLF14 0.17244782760969 0.17244782760969 1 1.7987163066864
19 ZNF114 0.225579530641547 0.172463940073651 2 1.16979932785034
7 CNPY4 0.249382097353309 0.172609214317093 3 1.43783664703369
5 C5orf38 0.877618085559135 0.172626216229626 4 1.99477553367615
19 LILRA6 0.112876509015343 0.172690762418117 5 1.8130214214325
4 NUP54 0.127060926159706 0.172703420919877 2 1.55062413215637
1 VANGL2 0.140874755238322 0.172798869151706 3 1.28429913520813
7 CLDN3 0.114435150298287 0.172856863916953 4 1.28277564048767
1 PUSL1 0.380250375362826 0.172866609714088 4 2.38555526733398
15 CLPX 0.137023380311242 0.172897429665888 2 1.26950526237488
19 MKNK2 0.13588876254637 0.172914220721354 2 1.23869824409485
9 PHYHD1 0.921982622159799 0.172918931400624 5 1.70813059806824
2 TMEM131 0.118871049156557 0.173002876037659 5 1.35881352424622
2 RIF1 0.39597366780118 0.173115993266524 11 2.10120463371277
22 DGCR6L 0.121326863278251 0.173146258619076 3 2.14936423301697
8 NRBP2 0.861795450784272 0.173212133023861 4 1.94926381111145
13 NEK3 0.416388628858963 0.173231021640404 3 1.34068918228149
11 CD81 0.324973279401739 0.173249005849802 2 1.92268657684326
2 ITM2C 0.160687506927211 0.173259136011575 2 1.23428130149841
19 CKM 0.13253057701818 0.173345731780484 2 1.11619973182678
3 COL7A1 0.821932110872061 0.173388638758016 19 1.29382491111755
19 ZNF566 0.28925292008885 0.173432518402573 2 1.96961784362793
1 IFI44L 0.122517901963276 0.173490140991538 4 1.23866581916809
2 CHRNG 0.114589886467806 0.173500940485452 4 1.86094307899475
16 ALG1 0.326277243393952 0.173529116489701 3 1.85918498039246
17 SRP68 0.529742145330201 0.173576526826044 3 2.01908183097839
1 AURKAIP1 0.251196997671035 0.17372847840256 2 1.4652271270752
11 TRIM22 0.114605374763469 0.173855583582531 4 1.90044331550598
9 FAM69B 0.137051860216558 0.17390591926435 2 1.85425019264221
18 SMCHD1 0.202287176215316 0.173921120029286 3 1.42768621444702
8 ZDHHC2 0.130166493384131 0.173958944566788 3 1.6274995803833
11 SF3B2 0.174027011279788 0.174027011279788 1 1.16989684104919
7 ASB10 0.102567755377527 0.174031274398835 10 2.36551284790039
20 FAM110A 0.174211802440669 0.174211802440669 1 1.4370448589325
4 GBA3 0.109895748236613 0.174226639583198 4 1.27473855018616
12 DDX54 0.62460227460193 0.174522280153959 7 1.96129894256592
9 JAK2 0.277022118416409 0.174535849630152 4 1.85421085357666
18 VPS4B 0.174539967713573 0.174539967713573 1 1.60604166984558
7 GSAP 0.138860600576696 0.174542429993597 2 1.16011357307434
13 MICU2 0.11773372212543 0.174577733494144 6 1.32177543640137
17 PLXDC1 0.120881150261482 0.17471504431895 3 1.4145348072052
17 HOXB7 0.399095563430461 0.174759272772273 2 1.85699892044067
2 SLC5A6 0.13863340079126 0.174828250132117 2 1.63910460472107
12 AMDHD1 0.524821028469388 0.174843361574119 3 1.41324973106384
18 ME2 0.136089748832607 0.174861543693441 2 1.2167444229126
1 SERBP1 0.132889469522155 0.174881600539034 3 1.46283578872681
20 TLDC2 0.358213923111223 0.174991042939475 8 1.98757314682007
10 DUPD1 0.713380805500906 0.175208204305675 4 2.58685231208801
12 WSB2 0.223737886018356 0.175295995582351 2 1.67404460906982
7 TRIM50 0.169188235889399 0.175367185252799 4 1.38919019699097
8 NKX3-1 0.339211472449772 0.175537022075843 2 1.92220234870911
17 SLC47A2 0.148785859422926 0.175735893238474 3 1.57252383232117
17 ARHGAP44 0.125877555742393 0.175822715131384 4 1.85744476318359
7 TAS2R3 0.175953790874746 0.175953790874746 1 1.78117060661316
13 SUGT1 0.317276296289756 0.17609334939638 3 2.03459787368774
4 CCDC110 0.176180089822901 0.176180089822901 1 1.82727289199829
1 LRIG2 0.865411212048142 0.176409068483476 5 1.98741149902344
19 OSCAR 0.273304510520217 0.176539868740021 5 1.95906543731689
19 NTF4 0.267537812955926 0.176564646327555 2 1.22316193580627
12 HIGD1C 0.13137430521806 0.176585075846152 2 1.85043334960938
19 TYK2 0.212921370770515 0.176632224833703 11 2.00303268432617
2 UGT1A3 0.106402749667021 0.17670373059776 7 1.95708775520325
1 PALMD 0.18201763876509 0.17671189338065 3 1.89165687561035
7 WIPI2 0.176761322968582 0.176761322968582 1 2.12389540672302
1 VPS45 0.131962857072691 0.176839178859128 3 1.82307362556458
3 IMPG2 0.486938331712406 0.17688664624893 7 1.96445155143738
6 LHFPL5 0.569298362087044 0.176995402865525 3 1.24262642860413
3 ARPC4-TTLL3 0.124112846012765 0.1770175265355 5 1.92691707611084
1 LEFTY1 0.134000482004781 0.177111173807047 6 1.93983316421509
3 ADCY5 0.10944008162916 0.177139812807941 6 1.36785864830017
14 ADCK1 0.113446126804091 0.177197886238816 5 1.23426461219788
5 RIOK2 0.138836580146097 0.177276902499407 3 1.91830086708069
2 PUM2 0.125507875149134 0.177283757636848 4 1.91860175132751
20 PAX1 0.116860599160335 0.177322673093262 5 1.17875242233276
7 ASIC3 0.124047786148382 0.177348232821904 3 1.91984820365906
2 IMP4 0.26237421356298 0.177360042700618 4 1.95486831665039
4 WDR1 0.266763995033842 0.177374831493306 3 1.94999551773071
2 C2orf57 0.118604216378421 0.177466195679961 4 1.8884425163269
3 IFT57 0.177509681706185 0.177509681706185 1 1.65549802780151
14 FSCB 0.294921684565435 0.177637150273141 2 1.72931838035583
14 IGHV3-72 0.177652508118291 0.177652508118291 1 1.91741466522217
11 OR10A4 0.422741837664249 0.177675658701436 3 1.92231488227844
19 CACNA1A 0.112508218475251 0.177692739903242 9 1.27775263786316
3 DLEC1 0.14034606321457 0.17773178174367 10 1.2483241558075
8 CLN8 0.336129071119657 0.177744435138704 2 1.77935481071472
16 PKMYT1 0.111100420722724 0.17781391878256 10 1.95601463317871
2 C2orf48 0.177932259975909 0.177932259975909 1 1.82238340377808
17 MLLT6 0.198058693778014 0.178228731469844 7 1.53252005577087
1 ARHGAP30 0.86200885589044 0.178331025067299 7 1.18732166290283
2 RGPD3 0.665071719435097 0.178389618765057 11 1.44075512886047
16 FUK 0.361074749770208 0.178397488049355 17 2.03303027153015
11 SIGIRR 0.138088721010002 0.178477048368648 2 1.39560461044312
14 DYNC1H1 0.178479708905693 0.178479708905693 1 1.8491644859314
8 FAM135B 0.104358282083351 0.178491030294131 9 1.42842960357666
1 CENPL 0.269427146662882 0.1786173088961 2 1.70089507102966
11 OR6A2 0.693699202880072 0.17862724385656 4 1.54543209075928
1 NPHS2 0.12462663282643 0.178637760198814 3 2.01550459861755
7 ZNF800 0.133570109500405 0.178863962063598 3 1.93727993965149
19 ZNF850 0.123147659546591 0.178961816882073 3 1.57681369781494
13 LAMP1 0.132514661298883 0.179120578798776 3 1.75622057914734
9 C9orf64 0.125022199011203 0.17916148598114 3 1.72605657577515
16 CCNF 0.112723087096563 0.179204182450505 12 2.01908421516418
13 IFT88 0.128583331186162 0.179370446103854 5 1.91552186012268
11 GIF 0.125680404057061 0.179431565465621 3 2.0387806892395
11 TRPT1 0.138015596924042 0.179616553234297 2 1.4216456413269
19 ZNF556 0.824979542355966 0.179632092166593 4 1.81111621856689
6 HLA-B 0.22280124732007 0.179704061676506 4 1.89841198921204
6 NUS1 0.523868318045233 0.179871929971101 3 1.42909097671509
4 ATP8A1 0.800597883065739 0.179915314460714 5 1.44915413856506
14 AP4S1 0.179989233753781 0.179989233753781 1 1.83017349243164
9 NANS 0.645024232580179 0.179994493831986 4 2.00206255912781
22 ZBED4 0.303895972202114 0.180209989682713 7 1.9482262134552
16 FLYWCH1 0.101078055342962 0.180216119741164 19 2.17079210281372
11 CCDC81 0.111667518753378 0.180253965965072 6 1.90940046310425
11 RARRES3 0.180318589413277 0.180318589413277 1 1.9192168712616
1 PYGO2 0.142159334445223 0.180323501660588 2 1.8671452999115
1 TOR3A 0.133265516328724 0.180466161756214 3 1.87351679801941
3 KY 0.753567899774563 0.1806681577647 4 1.23075008392334
11 TRMT112 0.180721103180398 0.180721103180398 1 1.79070806503296
3 PRR23C 0.138058815780393 0.180739491273709 2 1.27625155448914
11 NCAM1 0.634366145468846 0.180741114990435 7 1.74415278434753
2 NMUR1 0.419323528400525 0.180751100371371 4 1.89945888519287
1 ZMYM4 0.156317711001407 0.180799483139475 5 2.06989073753357
22 EIF3D 0.180889985389327 0.180889985389327 1 1.85933566093445
17 SMYD4 0.126134580368896 0.180990860033138 5 1.98794341087341
16 SLC9A3R2 0.119731865436607 0.181021206890175 5 1.42577695846558
1 AP4B1 0.113259036714552 0.181128800237898 6 1.1812527179718
22 CCT8L2 0.109670425120566 0.181258662455085 9 1.56519222259521
8 TP53INP1 0.115894773143029 0.181439620429113 5 1.98920845985413
21 LRRC3DN 0.181588745434698 0.181588745434698 1 1.87780117988586
1 PPFIA4 0.613978346303599 0.181669448615794 4 1.40302968025208
19 VRK3 0.142998237459992 0.1819190980138 2 2.01426863670349
2 HIBCH 0.266302764180295 0.182090177436619 6 1.47470259666443
12 MBD6 0.119056937035264 0.182090574753599 4 1.87555813789368
16 CARHSP1 0.133998383148074 0.182115009694529 6 1.40735721588135
3 LNP1 0.331969785083094 0.182142094830159 2 1.22517323493958
1 C1orf158 0.126215832413385 0.18220971866864 4 1.95553040504456
19 CLASRP 0.147199369898852 0.18227575607913 9 2.08290839195251
10 CYP26A1 0.115851349729215 0.182454014091575 5 1.90836238861084
21 KRTAP10-11 0.116677311522697 0.182477895225602 4 1.99676203727722
17 SUPT6H 0.261826334273474 0.182499671011695 5 1.35040974617004
5 IRX1 0.293015893929269 0.182630948966787 4 1.7287073135376
1 DCDC2B 0.220273669034223 0.182706684359347 2 1.3939642906189
7 EXOC4 0.135069258426276 0.182709657421332 2 1.94411945343018
3 FAM3D 0.244061724922514 0.182728081728145 2 2.31612014770508
16 GSPT1 0.353166401134285 0.182770024472639 2 1.87218737602234
11 MS4A15 0.257590058084378 0.182852727264194 2 1.91893219947815
10 NRG3 0.125738485333516 0.182870006214038 4 1.15902090072632
14 CIDEB 0.126956099601826 0.18291548851504 3 1.1849684715271
17 FN3K 0.138004308269638 0.183055434864872 3 1.50059723854065
21 DNMT3L 0.747556598759849 0.18306243600425 4 1.86864471435547
19 LILRA1 0.187384849669541 0.183096216619764 12 1.79369044303894
16 AQP8 0.566779985251609 0.183128205894142 4 1.90315198898315
9 FAM102A 0.830318663645529 0.183198336668766 4 1.33995008468628
16 IGSF6 0.183382287573796 0.183382287573796 1 1.73290777206421
1 RLF 0.137741389561838 0.183428720019844 9 1.97641634941101
2 NBAS 0.110990155564232 0.183512806066337 8 1.98349761962891
20 MYLK2 0.130484960351711 0.183535319808463 6 1.30726957321167
19 ZSCAN5C 0.110804357644801 0.183571645961885 8 2.05948376655579
4 SPON2 0.12897235667905 0.183822564227602 5 2.04902243614197
19 PCSK4 0.111834194594556 0.18389717628445 12 1.98222208023071
20 TMEM239 0.117831382928354 0.183970043886812 5 2.02572774887085
8 ARHGEF10 0.113084152205979 0.184005430531912 7 1.40872383117676
17 KRTAP4-9 0.72515657456632 0.184044084161376 4 2.27534365653992
19 ZNF254 0.108632289803582 0.184151815752194 10 1.94976329803467
5 PCDHB5 0.622387348588716 0.18415445849922 4 1.75268745422363
4 ARSJ 0.130874549955623 0.184160997390941 4 1.25485348701477
18 NARS 0.143081164380219 0.184328139623563 2 1.76101517677307
1 HFM1 0.86380512953817 0.184547054715928 4 1.82993412017822
1 MTMR11 0.148333631690061 0.184547971269289 2 1.29458928108215
17 LRRC46 0.379214442657809 0.18480746881196 2 1.25424098968506
19 IRGC 0.615033396320056 0.184822966621571 4 1.87979102134705
