gene chr NA skat
MYO15A 17 NA 0.273955410309279
TNFRSF13C 22 NA 0.182203738263494
SDHB 1 NA 0.158732167248948
ADSSL1 14 NA 0.135119072441215
BTN3A2 6 NA 0.133875680808339
OR6T1 11 NA 0.385915878974323
NT5DC2 3 NA 0.261209367049323
UGT2B7 4 NA 0.157391933719087
KRT18 12 NA 0.134073108910055
CRB2 9 NA 0.514133481125038
OR2S2 9 NA 0.14297051176604
ZNF676 19 NA 0.536341614932325
DQX1 2 NA 0.177681470425768
NLRP6 11 NA 0.146843693150576
NBEAL2 3 NA 0.263171321358468
C10orf55 10 NA 0.205938058491548
ADAM22 7 NA 0.134023770852063
TRIM41 5 NA 0.232373520607693
CYP8B1 3 NA 0.141651712326099
FARSA 19 NA 0.454552360270758
KIR3DL1 19 NA 0.868373741229874
PCDHA8 5 NA 0.881191634767561
KRTAP4-6 17 NA 0.144492478106557
SIGLEC11 19 NA 0.158775106864295
NUP210L 1 NA 0.130836670298382
HTR3E 3 NA 0.889569363409945
ABCA8 17 NA 0.589680619999714
OR6B2 2 NA 0.138858622148869
ADAMTS2 5 NA 0.298201768829207
THAP9 4 NA 0.520738901335894
C11orf45 11 NA 0.156542814073685
APBA3 19 NA 0.975176882162245
TAS2R60 7 NA 0.496235491818735
CD58 1 NA 0.158303717371535
CHTF18 16 NA 0.116584407128056
ACAP3 1 NA 0.5356378148093
PLOD2 3 NA 0.196094297589402
PRDM9 5 NA 0.31732454820887
TSPEAR 21 NA 0.278631274549527
SLCO4A1 20 NA 0.137867798724548
HMGCR 5 NA 0.162768447623014
KIAA0586 14 NA 0.123570836024773
ANXA2R 5 NA 0.207920220348566
MAN1B1 9 NA 0.78106722009854
SERPINB2 18 NA 0.180679248247761
SEC14L3 22 NA 0.461729330145235
RECQL5 17 NA 0.143632043596789
MTOR 1 NA 0.305769564262027
CERK 22 NA 0.151574987338243
MCMDC2 8 NA 0.604255273790182
NDEL1 17 NA 0.168632205672045
VPS13B 8 NA 0.116355134086136
HSBP1 16 NA 0.208888369626292
TRPM2 21 NA 0.129488429961505
TGM3 20 NA 0.146262831191275
GRIN2A 16 NA 0.130788983312817
NDUFAF1 15 NA 0.203427467074021
REPS1 6 NA 0.132280582290308
KCNT1 9 NA 0.149590404912423
ALPI 2 NA 0.152654117960993
PPM1H 12 NA 0.146187402400046
MEX3B 15 NA 0.149772896611902
SEMA6C 1 NA 0.247472203596106
CXXC4 4 NA 0.153966653178986
ZNF486 19 NA 0.141099592116467
UGT2A1 4 NA 0.133244481826863
IGKV2D-26 2 NA 0.209808882286386
BTBD17 17 NA 0.473100452567016
PEX12 17 NA 0.157121736682108
ECI1 16 NA 0.135425748104296
APOBEC4 1 NA 0.691887621279779
CORIN 4 NA 0.136488436249504
SERPINB10 18 NA 0.152137991059152
ST5 11 NA 0.879193448304606
ZNF93 19 NA 0.358839200453235
OR5B3 11 NA 0.145537158759563
LDLRAP1 1 NA 0.158242198272143
TNRC6C 17 NA 0.872800983937237
LRIT3 4 NA 0.132991673767479
CDT1 16 NA 0.672774261424877
PTPN2 18 NA 0.211130170331768
ZDHHC5 11 NA 0.211152926522589
SIK3 11 NA 0.145412259034805
MGAT4C 12 NA 0.160837676515504
TYR 11 NA 0.133485809562084
ZNF20 19 NA 0.16304337925205
DLGAP5 14 NA 0.61317196364515
C5orf15 5 NA 0.161560201455245
DNAAF3 19 NA 0.91720992410209
DCAF15 19 NA 0.145019188132679
TMEM44 3 NA 0.254965559307407
ALDH3A1 17 NA 0.528439029555465
LOR 1 NA 0.43224887164828
AARSD1 17 NA 0.14928375563369
SCLY 2 NA 0.355027079349859
GRM6 5 NA 0.120206368178655
ABCA3 16 NA 0.185577430945583
PRLR 5 NA 0.274947821150734
MSRA 8 NA 0.425091910084461
CHD7 8 NA 0.130982131661296
IQCF5 3 NA 0.214074379757221
ATP4B 13 NA 0.131526120000481
FBXL6 8 NA 0.899365481055258
TRBV30 7 NA 0.35500660895269
IFNA17 9 NA 0.212883188654064
SLC9C2 1 NA 0.146022133543872
OR9A4 7 NA 0.301227002914418
IQCF1 3 NA 0.165663922933561
SLFN12L 17 NA 0.332673896381288
WDR6 3 NA 0.146939158748118
ALDH1L1 3 NA 0.780023801076338
LILRB5 19 NA 0.301102615748827
PAK1IP1 6 NA 0.160309691206295
ALDH3B2 11 NA 0.133468727033392
PPRC1 10 NA 0.126148879326636
SLC22A10 11 NA 0.853720004261722
C1orf220 1 NA 0.213613994571738
KIAA1328 18 NA 0.276065427347839
GTSCR1 18 NA 0.503868770142646
ABCB6 2 NA 0.132590470714546
UGGT1 2 NA 0.127557293393688
C19orf71 19 NA 0.143221564646609
RAB18 10 NA 0.906247160954595
MIS18BP1 14 NA 0.129992520468737
ADH1C 4 NA 0.563931232970122
PREX2 8 NA 0.30728853990415
CASD1 7 NA 0.14927037673833
OR5AC1 3 NA 0.523391623543738
NAT14 19 NA 0.166630386381953
CPN2 3 NA 0.277040245523327
PLEKHG3 14 NA 0.272813826723436
REC8 14 NA 0.882942953412759
SORL1 11 NA 0.458706080669686
STK35 20 NA 0.136824242779693
SPARC 5 NA 0.144128382650636
LRCH1 13 NA 0.162040224600525
ADCY9 16 NA 0.151517358235347
S100A7 1 NA 0.267234992796421
PPM1N 19 NA 0.143052108184751
NT5C3A 7 NA 0.169077117467903
KRTAP1-5 17 NA 0.631249295312082
UTP3 4 NA 0.141287322392879
IFIH1 2 NA 0.560877733235177
PITPNM3 17 NA 0.253188390453311
CPA6 8 NA 0.259326175803324
HMGB4 1 NA 0.152161501405416
ATXN1L 16 NA 0.139738307406478
SMG5 1 NA 0.569507699966888
MGME1 20 NA 0.152540681860525
RASSF5 1 NA 0.161748057511148
FAM83E 19 NA 0.385456128459834
FMO4 1 NA 0.832980618867247
KRTAP9-3 17 NA 0.215514824539059
THNSL1 10 NA 0.870093088157361
FRYL 4 NA 0.646038956356702
OLAH 10 NA 0.167442081603242
IGHV3-38 14 NA 0.240257824713495
MYH3 17 NA 1
ST7L 1 NA 0.171090593051069
BSND 1 NA 0.164483243030541
NUP214 9 NA 0.128494172950653
ANTXRL 10 NA 0.456629510909534
ZNF230 19 NA 0.137650763627224
HDLBP 2 NA 0.875493013645532
EBNA1BP2 1 NA 0.319650999162903
ACRV1 11 NA 0.160504534232421
C9orf147 9 NA 0.216541008111673
VWA3A 16 NA 0.122786611570063
SLC35F1 6 NA 0.216573688229101
ARL9 4 NA 0.216639707684699
TAAR6 6 NA 0.145789010700609
INTS4 11 NA 0.162420659998853
ZNRF4 19 NA 0.244571219134181
RPN2 20 NA 0.362883475739991
KRTAP10-7 21 NA 0.376129373974502
AFM 4 NA 0.149100738726577
EMC1 1 NA 0.664935674247098
C1QTNF9 13 NA 0.257178416387741
SETD3 14 NA 0.188917382008736
DKKL1 19 NA 0.15990022844579
ODF3 11 NA 0.817311357322597
USP41 22 NA 0.217887024498798
PHF1 6 NA 0.298873891837422
SLC17A8 12 NA 0.485483049854513
SCN3A 2 NA 0.138570919215176
CDRT1 17 NA 0.133193075249926
CYFIP1 15 NA 0.299994801388036
TLR2 4 NA 0.422977861878833
TEKT5 16 NA 0.360888572150372
RB1CC1 8 NA 0.359847803229421
ARL6IP4 12 NA 0.164624335731199
MTHFSD 16 NA 0.149276941853412
HOXC10 12 NA 0.161851303885281
PCYOX1 2 NA 0.158559270443135
MEIOB 16 NA 0.397044678803553
LRP1B 2 NA 0.254373012215935
GALNT5 2 NA 0.5762394979294
HAGHL 16 NA 0.574810390027858
SRRT 7 NA 0.150433032253519
EIF6 20 NA 0.219126558809867
TMEM39B 1 NA 0.456398138746729
NLN 5 NA 0.150837105188644
BSN 3 NA 0.12361890085358
STX3 11 NA 0.219350497954901
TAS2R14 12 NA 0.219350497954901
IL17D 13 NA 0.219350497954901
TMEM159 16 NA 0.219350497954901
MILR1 17 NA 0.219350497954901
RAP1A 1 NA 0.219350497954901
WFDC13 20 NA 0.219350497954901
RAD18 3 NA 0.219350497954901
OR1N2 9 NA 0.219350497954901
DCTN2 12 NA 0.538687281981011
SLC39A13 11 NA 0.425362241259621
CDKN1B 12 NA 0.631133908430957
COBLL1 2 NA 0.218993327496145
RELL1 4 NA 0.219841448454813
COPG1 3 NA 0.170294887340495
SLC25A10 17 NA 0.63528626433431
C2CD2 21 NA 0.150834629472773
BARD1 2 NA 0.638323899539415
MCAM 11 NA 0.144316936036376
DCTN5 16 NA 0.165589211192465
NCOA6 20 NA 0.225901781692642
DEDD2 19 NA 0.771469719786527
RNF180 5 NA 0.563445842486371
MECR 1 NA 0.541168840181063
KLHDC4 16 NA 0.148876755930713
CDC42EP5 19 NA 0.760354221540055
ZMYND8 20 NA 0.146127196165
KIAA0355 19 NA 0.776270969179039
CD68 17 NA 0.16487617657787
CCDC102A 16 NA 0.726579624063446
OTUD4 4 NA 0.650888555632043
PPIL6 6 NA 0.611070578843105
TRBV4-2 7 NA 0.374666157425962
HOXA4 7 NA 0.261361946717713
AKAP9 7 NA 0.12549498155617
RBAK-RBAKDN 7 NA 0.169177856733796
COL17A1 10 NA 0.193151533074194
TTC26 7 NA 0.162133630496997
FHL3 1 NA 0.171906788079018
BICD2 9 NA 0.433737829394487
ARL8B 3 NA 0.335268788159782
RPP30 10 NA 0.163877939721691
NKD2 5 NA 0.413666525148819
NUDCD1 8 NA 0.608086407338542
TNFSF11 13 NA 0.372105612897457
KLKB1 4 NA 0.383298161128327
OR5V1 6 NA 0.398299622209387
FAM188B2 3 NA 0.167640666049113
DEF6 6 NA 0.327600567814732
USP7 16 NA 0.223264368315236
C4orf50 4 NA 0.896003352967682
CLEC9A 12 NA 0.22350712576487
PCDH10 4 NA 0.223589334851274
ZNF792 19 NA 0.594938941168412
GLP1R 6 NA 0.582722840662109
ST3GAL5 2 NA 0.224058870827164
LTBP1 2 NA 0.205981432687607
APOLD1 12 NA 0.157096932739075
SLC4A2 7 NA 0.806588500790087
ARHGAP11B 15 NA 0.224728209342059
ARHGAP19-SLIT1 10 NA 0.833849016957155
ZBTB47 3 NA 0.630645692428158
RRH 4 NA 0.819702588749511
SLC39A10 2 NA 0.562420245896972
SNX20 16 NA 0.517742333261108
OR52L1 11 NA 0.154991627618872
HAUS1 18 NA 0.153353262865171
SLC22A31 16 NA 0.534895641005792
CYP4F31P 2 NA 0.225574754699985
FAM227A 22 NA 0.735975913224837
DDX11 12 NA 0.316158033754635
CRYGB 2 NA 0.173095585165128
VPS11 11 NA 0.145791408309243
ATAD3C 1 NA 0.311304936049115
PEX2 8 NA 0.374178050752649
RDM1 17 NA 0.16595700817341
ARHGAP19 10 NA 0.839285205885852
NMNAT3 3 NA 0.705735011485216
PIK3R2 19 NA 0.644940662645483
SLCO6A1 5 NA 0.778024206415969
SMAD7 18 NA 0.226264008857775
KIAA2026 9 NA 0.45252384732488
SLC17A1 6 NA 0.396640513984142
OR4A15 11 NA 0.871933755084432
STAU1 20 NA 0.163803234912247
TNFRSF25 1 NA 0.391354938094499
TRAF2 9 NA 0.226636679593701
SLC27A3 1 NA 0.131844076674406
DUSP16 12 NA 0.226840817450275
TCP11 6 NA 1
MS4A3 11 NA 0.686174453500301
ARHGAP24 4 NA 0.163188879427469
RWDD3 1 NA 0.302250655894315
CCNE1 19 NA 0.159464038405054
WNT8A 5 NA 0.207468266840519
GPRC5A 12 NA 0.146732443689664
LRRC40 1 NA 0.230248979338156
ADPRHL1 13 NA 0.31779325588258
CRX 19 NA 0.227257489037229
UGT1A8 2 NA 0.203109117536643
APOBEC3B 22 NA 0.153529889023384
TRAV8-4 14 NA 0.171509910585394
ABCC2 10 NA 0.872057205885439
BACH1 21 NA 0.251530563466225
ACE 17 NA 0.604092649081522
NUDT7 16 NA 0.227712442015222
C5orf42 5 NA 1
SAMD4A 14 NA 0.14949234412778
ENO3 17 NA 0.785612337252565
RBMXL1 1 NA 0.340469543334259
SLC2A7 1 NA 0.154184058314919
LGI3 8 NA 0.858606282264354
OR2G2 1 NA 0.161933714691828
IFNAR1 21 NA 0.156628040673577
PTPRN2 7 NA 0.135079296105884
B3GAT3 11 NA 0.164721120274643
MPI 15 NA 0.222446922133988
TAS2R16 7 NA 0.874685558790876
EP300 22 NA 0.367028429279044
MYO1B 2 NA 0.878803236371108
FCRL6 1 NA 0.153343236078732
TLR3 4 NA 0.228529488754216
USP28 11 NA 0.365571017641928
KCTD8 4 NA 0.172676659579669
CUEDC2 10 NA 0.167617182960265
CCDC27 1 NA 0.13596808917431
ADAR 1 NA 0.747529009399236
ACTL9 19 NA 0.333802372611802
NPEPPS 17 NA 0.171144698169523
APLP1 19 NA 0.167777118217905
THSD7B 2 NA 1
BNC1 15 NA 0.173300807186189
FAM46A 6 NA 0.229433683370753
XIRP1 3 NA 0.133867246264942
EPG5 18 NA 0.134836048604145
FAM71A 1 NA 0.209432685806922
HIST1H3A 6 NA 0.378535250743259
GRB7 17 NA 0.147780123017063
ITIH5 10 NA 0.591825812669608
TSHZ3 19 NA 0.156257972144299
ZBTB8B 1 NA 0.177401940377777
AHNAK 11 NA 0.315269747000471
ARFGAP3 22 NA 0.336313785765226
IVD 15 NA 0.159712155081111
RBM14-RBM4 11 NA 0.17837680471365
EPHA1 7 NA 0.143888206184594
ARFGAP2 11 NA 0.731037750477934
NELFA 4 NA 0.814762977547282
FGF22 19 NA 0.143426180393079
RNF121 11 NA 0.230928206747885
POLR1C 6 NA 0.271728850772075
ZNF439 19 NA 0.167998934544651
LIPA 10 NA 0.168678944759202
CHMP7 8 NA 0.174958062821281
SLC7A2 8 NA 0.137986634501754
ZNF574 19 NA 0.165795161653997
KATNBL1 15 NA 0.30189254679498
RPTN 1 NA 0.659219930006933
PARP3 3 NA 0.300663335413394
CRYBG3 3 NA 0.138497602423887
SPATS1 6 NA 0.257673501123744
CCT2 12 NA 0.231850754038043
RAD21L1 20 NA 0.199373875598754
SCN10A 3 NA 0.164417519877956
SIGLEC1 20 NA 0.864229382590185
FBXO24 7 NA 0.175486924147119
HK2 2 NA 0.242345306124849
PLA2G4C 19 NA 0.38692709634275
RABEP2 16 NA 0.153055680761424
TMX3 18 NA 0.87046223187516
TUFT1 1 NA 0.162953589733931
TSPAN10 17 NA 0.850484515237166
TBC1D15 12 NA 0.174983136217667
RAB11FIP2 10 NA 0.179496760301037
LPIN3 20 NA 0.570860589933403
CRYBA2 2 NA 0.174954711701749
POMT2 14 NA 0.775807368860273
RFXAP 13 NA 0.232677598846258
FSIP1 15 NA 0.232677598846258
SLC35A3 1 NA 0.232677598846258
ATG16L1 2 NA 0.232677598846258
SMAD5 5 NA 0.232677598846258
CYB5R4 6 NA 0.232677598846258
FANCE 6 NA 0.232677598846258
PSMB1 6 NA 0.232677598846258
FABP5 8 NA 0.232677598846258
FAM206A 9 NA 0.232677598846258
CHRM3 1 NA 0.863194639758568
IFITM10 11 NA 0.427482440851408
ODF3L2 19 NA 0.596606642998681
NR1I2 3 NA 0.841723803158001
ODF1 8 NA 0.825455752107523
COL3A1 2 NA 0.163307256515775
KIF12 9 NA 0.176669547695587
CCDC18 1 NA 0.210580535537356
ZNF14 19 NA 0.858681387962528
DAGLB 7 NA 0.190393380989933
TUBB4A 19 NA 0.233687683274076
MIS18A 21 NA 0.392511908227008
BUD13 11 NA 0.152072015259489
MAK 6 NA 0.430972858095302
DEFB125 20 NA 0.23415257109582
C8orf82 8 NA 0.765214978335772
YPEL3 16 NA 0.234224629986244
DNAJC28 21 NA 0.256640159093556
SDR42E1 16 NA 0.224213395302923
CLDND2 19 NA 0.178354880200647
PDCD7 15 NA 0.234556674287901
OR10V1 11 NA 0.162680602948856
GARNL3 9 NA 0.821114767909424
KIAA1429 8 NA 0.555356245562512
ZNF444 19 NA 0.184311527974532
OR1S2 11 NA 0.160665289970904
EFS 14 NA 0.152775345333058
UNC80 2 NA 0.141228739350473
EIF2AK3 2 NA 0.173180057332721
MAN1A1 6 NA 0.746925514337618
TRAV40 14 NA 0.297901914636401
OR9Q1 11 NA 0.17992737862659
SKOR2 18 NA 0.144749798206564
IL34 16 NA 0.86971953125398
ECI2 6 NA 0.560888984910537
ANKAR 2 NA 0.812861666883317
SRA1 5 NA 0.648295732086977
ZDHHC7 16 NA 0.236024304507632
NCR3LG1 11 NA 0.709313231517655
CIZ1 9 NA 0.807129202991408
NLRP3 1 NA 0.815934916081538
KRTAP9-9 17 NA 0.577155282474993
LRRC4C 11 NA 0.158960130255273
NAGS 17 NA 0.236622392679448
XRN2 20 NA 0.313014224946612
THBS4 5 NA 0.594798153200211
RCBTB1 13 NA 0.619919626025893
RALGAPA1 14 NA 0.92386949642221
GPRIN1 5 NA 0.62524634818534
CCAR2 8 NA 0.898666847666028
IGKV1-9 2 NA 0.237019235698507
OR2AE1 7 NA 0.166471248596095
DAZL 3 NA 0.61027367531292
ACSM4 12 NA 0.888763906737436
PDZD2 5 NA 0.13655327688363
NOTCH4 6 NA 0.180975775991752
CAPN9 1 NA 0.142104812613504
ZNF268 12 NA 0.156395287772546
IL12RB1 19 NA 0.329692864471812
SERTAD2 2 NA 0.432778804889019
ANKHD1 5 NA 0.159037262719166
LIF 22 NA 0.412008159472838
ILKAP 2 NA 0.237421456180347
OAS2 12 NA 0.155094396529645
GRASP 12 NA 0.312553833997007
TIGD2 4 NA 0.561407275872455
ATRNL1 10 NA 0.182659304635907
ZNF782 9 NA 0.408207581631179
MNX1 7 NA 0.322420911196166
GIMAP2 7 NA 0.237875145819778
HEATR1 1 NA 0.137961920224839
KLHL11 17 NA 0.607643390318739
WDR76 15 NA 0.168681919646711
SURF6 9 NA 0.58822812669874
NCAM2 21 NA 0.863416724813928
TFF2 21 NA 0.238039783500834
ZBTB39 12 NA 0.16084523145161
LPIN2 18 NA 0.14603329229844
RIMS2 8 NA 0.139412652615005
ATP13A3 3 NA 0.65325524891285
OAZ1 19 NA 0.493701198987198
ATP4A 19 NA 0.199919480268067
CSE1L 20 NA 0.360347356327015
TENM3 4 NA 0.932834475416248
SLC44A5 1 NA 0.238431617034149
MS4A4E 11 NA 0.238571873710992
TBX18 6 NA 0.640885371108698
TACR3 4 NA 0.173521960104804
PCNT 21 NA 0.202130232401996
ARMC10 7 NA 0.472275074506113
ZFP28 19 NA 0.150297717903921
NIF3L1 2 NA 0.160292006836111
GABBR2 9 NA 0.181262346205727
OR5L1 11 NA 0.551302981614823
ANKHD1-EIF4EBP3 5 NA 0.158694822949572
IKZF3 17 NA 0.391040764644905
TTBK1 6 NA 0.637727243054872
CISD2 4 NA 0.178748401695256
TRMT12 8 NA 0.161409778627407
PAX2 10 NA 0.19087599090818
HLA-DPA1 6 NA 0.23959722634465
MBOAT1 6 NA 0.20085067337767
PEX5L 3 NA 0.165774040621298
NARS2 11 NA 0.494030784741278
BBX 3 NA 0.151958905798443
ZNF71 19 NA 0.422396071764493
TUBB1 20 NA 0.888154661451559
IGLON5 19 NA 0.18826484301556
MRPL4 19 NA 0.240092663552498
HIVEP3 1 NA 0.33986717730458
ZMYND10 3 NA 0.815126510499707
NXPE2 11 NA 0.162086614550367
MZF1 19 NA 0.232182756704048
DOCK3 3 NA 0.227084871013591
GHDC 17 NA 0.633899377784152
TMEM241 18 NA 0.514362340134441
MCL1 1 NA 0.33205124379926
LRP6 12 NA 0.181053486580099
FAM161B 14 NA 0.782788038096827
CRELD2 22 NA 0.154317100512998
TFG 3 NA 0.515280848992002
DOPEY2 21 NA 0.329451906516638
CRYAB 11 NA 0.181564802815857
MSLNL 16 NA 0.420242184874204
NMRAL1 16 NA 0.150344061006217
BBS12 4 NA 0.15265444512288
RNF123 3 NA 0.143273135267524
CERS4 19 NA 0.17967022526614
ATF7IP 12 NA 0.372847765282661
ZNF780A 19 NA 0.158421773386158
FOXS1 20 NA 0.399306599344292
BPIFA1 20 NA 0.331366061775245
SULF1 8 NA 0.182548184058631
ACLY 17 NA 0.15530047063569
NCL 2 NA 0.168995739367032
TP73 1 NA 0.575380415832099
UHMK1 1 NA 0.164159541263517
ZNF768 16 NA 0.172849878054881
LYST 1 NA 0.60835938409928
EXOSC8 13 NA 0.212401876468059
USP25 21 NA 0.350335852280466
SDC3 1 NA 0.24885372591253
ABCC8 11 NA 0.881841586561193
DYDC1 10 NA 0.417488676107091
SLC35E4 22 NA 0.815451383058364
BTN1A1 6 NA 0.167918325644317
SETDB1 1 NA 0.147608349825256
PLCH2 1 NA 0.210187833651876
PLAA 9 NA 0.1615005311685
TRPV6 7 NA 0.842325827129193
SH2D3C 9 NA 0.212783024988706
SPATA3 2 NA 0.834912429315272
CAV1 7 NA 0.180002709556758
GCFC2 2 NA 0.311468218443299
KRI1 19 NA 0.261863456731228
MEF2A 15 NA 0.162516392571835
AKAP12 6 NA 0.322700420287835
ZPLD1 3 NA 0.512209980047119
EME1 17 NA 0.157709977293989
CACNA2D3 3 NA 0.165034708644083
MNS1 15 NA 0.157921171253811
WIPI1 17 NA 0.243710476822354
CYP2J2 1 NA 0.500175984216886
CLVS1 8 NA 0.325236083449284
ZNF726 19 NA 0.163261968069076
C10orf88 10 NA 0.245404919666372
C5orf22 5 NA 0.543307647314666
HIPK3 11 NA 0.354825683823332
LGI2 4 NA 0.578537084539426
ORM1 9 NA 0.861659419153
PTPRC 1 NA 0.29622926816457
ARHGEF26 3 NA 0.686632745095173
VPS26A 10 NA 0.199121660856362
DHX35 20 NA 0.165509537334268
CEACAM6 19 NA 0.44684078896085
IL1RL1 2 NA 0.213484830623625
PICALM 11 NA 0.810586185231598
FAM71F2 7 NA 0.513860808302342
C8orf34 8 NA 0.246430165811208
NDST3 4 NA 0.863296993227031
LRG1 19 NA 0.184355724906905
ADCK2 7 NA 0.372709496963264
LRTM1 3 NA 0.246702432112072
ARIH1 15 NA 0.246839762660472
NUDT21 16 NA 0.246839762660472
PRPF31 19 NA 0.246839762660472
VSTM1 19 NA 0.246839762660472
S100A10 1 NA 0.246839762660472
TRMT13 1 NA 0.246839762660472
CTNNA2 2 NA 0.246839762660472
TMEM151B 6 NA 0.246839762660472
KBTBD2 7 NA 0.246839762660472
CDK20 9 NA 0.246839762660472
FAM170A 5 NA 0.165170148023826
MED17 11 NA 0.246839679750441
GALK1 17 NA 0.187386452037495
SRGAP3 3 NA 0.183500291841434
SPATS2L 2 NA 0.801858775029539
UNC13B 9 NA 0.951748129775683
HOXD1 2 NA 0.415341903888331
FRG1 4 NA 0.182770059372414
OR2AK2 1 NA 0.182565624072107
ZNF33B 10 NA 0.237624141211296
FAM92A1 8 NA 0.18612886479246
TRA2A 7 NA 0.188952631996479
TCTEX1D2 3 NA 0.170252006740124
PTCH2 1 NA 0.870325057262845
TBC1D5 3 NA 0.156276512725851
TAS2R20 12 NA 0.24826122526579
TBL2 7 NA 0.169721801528679
ZNF286A 17 NA 0.396140218619683
AHSG 3 NA 0.448995459857456
EIF3M 11 NA 0.185788493167187
ZFP42 4 NA 0.591619224614274
MFHAS1 8 NA 0.160375679768363
CLCN6 1 NA 0.332187968678543
HSPG2 1 NA 0.149233060497209
ACSBG1 15 NA 0.215302936458559
C20orf173 20 NA 0.248718858602517
ARHGAP1 11 NA 0.295402474103163
OR2G6 1 NA 0.887615995679912
GTF2B 1 NA 0.178899269856605
HSF4 16 NA 0.400648466566068
OCIAD1 4 NA 0.248850758612045
KCNIP3 2 NA 0.190639213307581
PDZD9 16 NA 0.248914578395715
IKZF4 12 NA 0.201960406904963
GPT 8 NA 0.175077585101433
C12orf65 12 NA 0.24897526597939
CEP170B 14 NA 0.147744536330665
DDR1 6 NA 0.258244365172983
SLC35F2 11 NA 0.173452128452027
CARD6 5 NA 0.16053966986854
KRTAP19-7 21 NA 0.249141482204368
IGKV5-2 2 NA 0.249197460620285
ZNF443 19 NA 0.162664013205906
ZNF783 7 NA 0.168241676941954
STX16-NPEPL1 20 NA 0.425932293136572
TRIM40 6 NA 0.701996766919473
SOCS4 14 NA 0.190165820163176
NDUFA9 12 NA 0.249858271062385
NHEJ1 2 NA 0.249890592509328
NBEAL1 2 NA 0.152579884118911
KATNAL2 18 NA 0.309942644599677
NAT9 17 NA 0.159319703921495
IFITM5 11 NA 0.321180312412292
IPO7 11 NA 0.1833950739751
CAV3 3 NA 0.322111789983983
ZNF619 3 NA 0.598874548368947
OR4E2 14 NA 0.350630627864914
KRT40 17 NA 0.159348995493231
SLC32A1 20 NA 0.250588443242173
GALK2 15 NA 0.207379358607069
GNL2 1 NA 0.910134406426381
P2RX4 12 NA 0.463077326718396
NANOS1 10 NA 0.250758574578647
CD82 11 NA 0.250758574578647
FAM168A 11 NA 0.250758574578647
TMEM109 11 NA 0.250758574578647
VAT1L 16 NA 0.250758574578647
PRPSAP2 17 NA 0.250758574578647
SMIM5 17 NA 0.250758574578647
SOX9 17 NA 0.250758574578647
ZNF18 17 NA 0.250758574578647
C18orf21 18 NA 0.250758574578647
MFSD2A 1 NA 0.250758574578647
RWDD2B 21 NA 0.250758574578647
C6orf163 6 NA 0.250758574578647
INHBA 7 NA 0.250758574578647
TMEM203 9 NA 0.250758574578647
GPSM1 9 NA 0.174095296671503
KIAA1217 10 NA 0.881748638358293
CNNM1 10 NA 0.197835474715353
OSM 22 NA 0.17110712583166
MTHFD1L 6 NA 0.178949399853969
TRIM16L 17 NA 0.384385132770599
OR8H1 11 NA 0.434524243508199
ZNF610 19 NA 0.705524762528079
HOXA3 7 NA 0.176695513729499
OR5I1 11 NA 0.357108900974119
CGREF1 2 NA 0.159017608037206
HLTF 3 NA 0.160664425084806
BIRC5 17 NA 0.463007805947762
MFSD3 8 NA 0.168959386616952
ASCL2 11 NA 0.25221129059748
AKAP10 17 NA 0.867893196233289
ZNF225 19 NA 0.208450223606426
YARS 1 NA 0.314622191530006
RND2 17 NA 0.185416111879908
CARD10 22 NA 0.159624199492899
UBA6 4 NA 0.158318687601778
C4orf26 4 NA 0.455378368318691
OR52W1 11 NA 0.183716357184884
CCDC106 19 NA 0.424086609242918
OR52K2 11 NA 0.858097177146493
EMID1 22 NA 0.345189145029539
FTCD 21 NA 0.230021411854486
TUBGCP2 10 NA 0.167797884552318
GDA 9 NA 0.172637909091226
ZNF536 19 NA 0.154392529053371
MYADML2 17 NA 0.253154152242771
UBR4 1 NA 0.161632013129349
NPVF 7 NA 0.191644428287758
P4HTM 3 NA 0.217133150745042
SH3D19 4 NA 0.862539798940147
TSSK1B 5 NA 0.547557436986211
NME3 16 NA 0.186712223483005
HIST1H2BI 6 NA 0.25373826458865
ARGFX 3 NA 0.404914702533095
NUDT13 10 NA 0.170338782020689
ACTN4 19 NA 0.791939122500612
CST1 20 NA 0.734317083956262
TMEM125 1 NA 0.568552065412877
MTX1 1 NA 0.790769299199118
C7orf31 7 NA 0.254427594502049
QSOX1 1 NA 0.336164076590742
FHAD1 1 NA 0.312286940677197
GALNT12 9 NA 0.190102603272635
SQSTM1 5 NA 0.840215156233575
KIR3DX1 19 NA 0.193084914146038
FRMD4A 10 NA 0.162763852710881
SLX4 16 NA 0.171505997227707
MYBPH 1 NA 0.17192180964763
CHEK1 11 NA 0.169789035142233
RNASE13 14 NA 0.56842957197564
C17orf102 17 NA 0.201414763728516
CCDC157 22 NA 0.416231682985485
FZD4 11 NA 0.39242078151114
EPAS1 2 NA 0.997471515304181
USP36 17 NA 0.374106952410635
VEZT 12 NA 0.160980538103612
BNIP1 5 NA 0.195617790922816
GATA4 8 NA 0.695969905295593
C16orf58 16 NA 0.161814770449816
NDUFB1 14 NA 0.324059015559682
OR52E6 11 NA 0.173414758815798
LAMA1 18 NA 0.148721052888496
EPB41L4A-AS2 5 NA 0.168209374318716
ADHFE1 8 NA 0.829263936918916
FAT4 4 NA 0.788085874130571
ULK2 17 NA 0.166806099005089
IL18R1 2 NA 0.257010445326335
ASXL1 20 NA 0.224064317181023
