gene chr NA skato
GPNMB 7 NA 0.0819045607758137
LDLRAD3 11 NA 0.0819243265299531
VWF 12 NA 0.0821942988686331
TRIM58 1 NA 0.0822367743593918
GREB1 2 NA 0.0823866287366978
C10orf62 10 NA 0.0824806132622616
STXBP2 19 NA 0.0825325647533418
BOC 3 NA 0.0825466095393386
MC1R 16 NA 0.0825770464720655
FNDC9 5 NA 0.0826329455598063
SPTBN2 11 NA 0.0826681866772964
HOXB3 17 NA 0.0827988152516563
KDM8 16 NA 0.0828699425926248
SNAPC2 19 NA 0.0828717862341708
OR2B11 1 NA 0.0829443713442852
TRIM47 17 NA 0.082970529201017
BSG 19 NA 0.083116575142389
EPS8L1 19 NA 0.0832347234439001
PDE4A 19 NA 0.08336113107628
RACGAP1 12 NA 0.0834921179342284
SNX29 16 NA 0.0835319712958674
GALR1 18 NA 0.0836007993617793
COMTD1 10 NA 0.0836385017870792
LIPJ 10 NA 0.0836385017870792
LSM4 19 NA 0.0836385017870792
S100A7A 1 NA 0.0836385017870792
SH2D2A 1 NA 0.0836385017870792
SPRR1B 1 NA 0.0836385017870792
WDR26 1 NA 0.0836385017870792
STMN3 20 NA 0.0836385017870792
TIMP3 22 NA 0.0836385017870792
PELI1 2 NA 0.0836385017870792
GTPBP8 3 NA 0.0836385017870792
PRELID2 5 NA 0.0836385017870792
EEF1E1 6 NA 0.0836385017870792
EEF1E1-BLOC1S5 6 NA 0.0836385017870792
PPP2R5D 6 NA 0.0836385017870792
ZNF704 8 NA 0.0836385017870792
OR5M9 11 NA 0.0837025134013057
SYNGR2 17 NA 0.0837097196583813
SLC25A15 13 NA 0.0837853586180893
ZNF831 20 NA 0.0838076384692426
DKK3 11 NA 0.0839013291334928
CDC7 1 NA 0.0839506980191244
NAT10 11 NA 0.0839782978442193
SLIT3 5 NA 0.0840575252369907
ENG 9 NA 0.084074834059509
IARS 9 NA 0.0841015699715674
FIBCD1 9 NA 0.0841651087206085
PHTF1 1 NA 0.0844631957760204
RPS6KC1 1 NA 0.0846056362618816
GLTP 12 NA 0.0846867983976267
ANAPC5 12 NA 0.0848508008091197
C8B 1 NA 0.0848666616040382
SETBP1 18 NA 0.0848742713560952
VDAC2 10 NA 0.0850553186542246
CPPED1 16 NA 0.0850948419922689
OR52A1 11 NA 0.0851157343606529
GTSF1 12 NA 0.0851157343606529
KLF12 13 NA 0.0851157343606529
C1QTNF1-AS1 17 NA 0.0851157343606529
KRTAP19-6 21 NA 0.0851157343606529
SEPT2 2 NA 0.0851157343606529
SH3BP5 3 NA 0.0851157343606529
AHCYL2 7 NA 0.0851157343606529
GFRA2 8 NA 0.0851157343606529
KRT5 12 NA 0.0851815664243862
DCXR 17 NA 0.0852142847225463
MORC1 3 NA 0.0852482313963686
ADCY4 14 NA 0.0852603808613166
MAPK7 17 NA 0.0853182625707771
SYT3 19 NA 0.0853364121439846
CTU2 16 NA 0.0853459417972732
EHBP1L1 11 NA 0.0854964890091565
IDNK 9 NA 0.0857076342823399
DDX23 12 NA 0.0858283593643431
PPT2 6 NA 0.0858489380353957
GAS8 16 NA 0.0860467228672831
MYO1H 12 NA 0.0860841512109617
MMP10 11 NA 0.0861954448256778
APOBEC3F 22 NA 0.086239705388781
CACNB1 17 NA 0.0862985285647447
MEIS1 2 NA 0.0864710048304409
INTS12 4 NA 0.0865046556902429
RBBP8NL 20 NA 0.0865084469347152
LCN6 9 NA 0.0867129400584499
PPT2-EGFL8 6 NA 0.0867177331173644
TCEB3 1 NA 0.0867723034390723
YIPF2 19 NA 0.0868793410456421
CDKL2 4 NA 0.0869443878407635
SETD1A 16 NA 0.0870039016010775
ARHGEF28 5 NA 0.0870626841844244
SOX13 1 NA 0.0871635752568303
MRGPRX1 11 NA 0.0871654784007345
DNAJC30 7 NA 0.0872520746855063
METTL12 11 NA 0.0873673590410596
OR14C36 1 NA 0.0873902766395528
CTNNBL1 20 NA 0.0873902766395528
EBF4 20 NA 0.0873902766395528
MMP24 20 NA 0.0873902766395528
IGLJ7 22 NA 0.0873902766395528
RNF13 3 NA 0.0873902766395528
FAM153A 5 NA 0.0873902766395528
OR4C6 11 NA 0.0874567324700171
IFNA10 9 NA 0.0874794158837729
HERC6 4 NA 0.0874940162154161
ABCC9 12 NA 0.0875461864504086
GPR75-ASB3 2 NA 0.0876008670331128
CATSPERB 14 NA 0.0876198226802295
SYCP2 20 NA 0.0876524618158089
GPATCH8 17 NA 0.0876768832179772
MAP1LC3B 16 NA 0.087695254367736
VPS53 17 NA 0.087827880947041
C10orf71 10 NA 0.0878829727207704
PCDHGC4 5 NA 0.0879073057727323
MINA 3 NA 0.087920327238264
SELENBP1 1 NA 0.0881162857199638
ACHE 7 NA 0.088354859371945
SNTB1 8 NA 0.0885439665284682
FGF20 8 NA 0.0885606834591829
BDKRB1 14 NA 0.0885688005236243
CDH19 18 NA 0.088600739580318
ZNF487 10 NA 0.0886422312655635
WHSC1 4 NA 0.0886797783888704
ENTPD4 8 NA 0.0886999593147195
CR2 1 NA 0.0887362985229916
AK3 9 NA 0.0888838218591651
NPR3 5 NA 0.0889041601644883
CYP7B1 8 NA 0.0889737647479862
SAPCD2 9 NA 0.0890032288942255
TAS2R13 12 NA 0.0890122299388104
PSEN1 14 NA 0.0890122299388104
CA11 19 NA 0.0890122299388104
TMEM91 19 NA 0.0890122299388104
TADA1 1 NA 0.0890122299388104
TRAF5 1 NA 0.0890122299388104
GCA 2 NA 0.0890122299388104
TMEM165 4 NA 0.0890122299388104
GSTA2 6 NA 0.0890122299388104
TRIM14 9 NA 0.0890122299388104
DUS2 16 NA 0.0890198006528945
EBF2 8 NA 0.0891930078798928
BIVM 13 NA 0.0891956279785306
PRR12 19 NA 0.0893945413679547
IL18 11 NA 0.0894284095523382
IGKV1-17 2 NA 0.0894284095523382
SOCS5 2 NA 0.0894284095523382
PFKFB4 3 NA 0.0894284095523382
PARL 3 NA 0.0894413688766839
MRPL45 17 NA 0.0896434753009648
RUNDC1 17 NA 0.0896890084420808
NEK10 3 NA 0.089742978411716
USP29 19 NA 0.0898529439714648
ANKRD62 18 NA 0.0899474846806486
IPO8 12 NA 0.0899707068926476
UGT2B28 4 NA 0.0899877457006995
ZNF589 3 NA 0.0900569755325009
PSME1 14 NA 0.090231036806987
NTRK3 15 NA 0.090231036806987
SLC1A3 5 NA 0.090231036806987
IER3 6 NA 0.090231036806987
KATNA1 6 NA 0.090231036806987
AP3M2 8 NA 0.090231036806987
HEY1 8 NA 0.090231036806987
PTTG1IP 21 NA 0.0903239980689994
EFHC1 6 NA 0.0903273513533406
LSS 21 NA 0.0904559399451142
SCIMP 17 NA 0.0905113519679598
CD79A 19 NA 0.0905113519679598
NFIA 1 NA 0.0905113519679598
USP33 1 NA 0.0905113519679598
XPR1 1 NA 0.0905113519679598
BCS1L 2 NA 0.0905113519679598
DGUOK 2 NA 0.0905113519679598
HOXD8 2 NA 0.0905113519679598
MAGEF1 3 NA 0.0905113519679598
PIGX 3 NA 0.0905113519679598
MXD3 5 NA 0.0905113519679598
SOD2 6 NA 0.0905113519679598
RAMP3 7 NA 0.0905113519679598
CYP4F12 19 NA 0.0905279706566277
OXLD1 17 NA 0.0905666224748123
STOX2 4 NA 0.0906203975602645
LBR 1 NA 0.0906763027090225
ARHGAP25 2 NA 0.090914258691894
OR7E24 19 NA 0.0909238528320214
PCDH17 13 NA 0.0909455290284863
CMC2 16 NA 0.0909455290284863
HBQ1 16 NA 0.0909455290284863
CA4 17 NA 0.0909455290284863
SNRNP70 19 NA 0.0909455290284863
MED18 1 NA 0.0909455290284863
RTCA 1 NA 0.0909455290284863
PTPN18 2 NA 0.0909455290284863
SOX11 2 NA 0.0909455290284863
NICN1 3 NA 0.0909455290284863
NOL7 6 NA 0.0909455290284863
XPO5 6 NA 0.0909455290284863
ZC3H18 16 NA 0.0909649299469651
KCNJ1 11 NA 0.0911449953722606
CLCNKB 1 NA 0.0911950575366901
ATF2 2 NA 0.091310401771651
IL22RA1 1 NA 0.0915739588217124
TNFRSF4 1 NA 0.0915935916722264
EBPL 13 NA 0.0920490829621508
SDCCAG8 1 NA 0.0920839347685273
ZNF519 18 NA 0.0920903127285865
NECAP1 12 NA 0.0922097905613382
SMUG1 12 NA 0.0922097905613382
UBE2Q2 15 NA 0.0922097905613382
C2CD4D 1 NA 0.0922097905613382
IER5 1 NA 0.0922097905613382
KRTAP12-1 21 NA 0.0922097905613382
PDXK 21 NA 0.0922097905613382
BZW1 2 NA 0.0922097905613382
CCR2 3 NA 0.0922097905613382
TM4SF18 3 NA 0.0922097905613382
CITED2 6 NA 0.0922097905613382
FKBP14 7 NA 0.0922097905613382
SMURF1 7 NA 0.0922097905613382
TRBV6-8 7 NA 0.0922097905613382
FSBP 8 NA 0.0922097905613382
SBSN 19 NA 0.0922873027033918
ZUFSP 6 NA 0.0924630953062476
C17orf50 17 NA 0.0925389346846863
IGLV2-8 22 NA 0.0925509890319518
ZNF221 19 NA 0.0926451969001022
ANKRD2 10 NA 0.0926825944464335
KIAA1549 7 NA 0.0927988746016011
ZNF92 7 NA 0.0929151049342225
NBPF4 1 NA 0.0929592096550115
CELSR3 3 NA 0.0930340895403704
ALDH6A1 14 NA 0.0930770135049389
ZZZ3 1 NA 0.093092358231695
PRSS57 19 NA 0.0931168770504419
ZFR2 19 NA 0.0931301313047761
FAM71B 5 NA 0.0931481120877162
THSD1 13 NA 0.0932813494634374
MUC7 4 NA 0.0934392971618833
SYT4 18 NA 0.0934633158733527
NUP85 17 NA 0.0935812803105159
REG4 1 NA 0.0937958074969042
HNRNPM 19 NA 0.0940390954477468
RSRC1 3 NA 0.0940999638775996
ZNF479 7 NA 0.0947405924621619
DNAJC18 5 NA 0.0947635290245851
XRN1 3 NA 0.094840660198198
CLNK 4 NA 0.0948459634107108
ZNF345 19 NA 0.0948961784317013
COG7 16 NA 0.0949403977753249
FMO5 1 NA 0.0949573688996908
THG1L 5 NA 0.094967569514807
MYBL1 8 NA 0.095005598684035
ZKSCAN4 6 NA 0.0952160108839639
ARRDC4 15 NA 0.095372148112923
DCST1 1 NA 0.0954183313073182
C2CD2L 11 NA 0.0954401990083499
RAB23 6 NA 0.0954950500998937
CHST6 16 NA 0.0955756189806489
MSR1 8 NA 0.0955836399608776
UQCRC1 3 NA 0.0956303682557703
B4GALNT3 12 NA 0.0958325844836684
SLC35G5 8 NA 0.0958649642878874
TTC21B 2 NA 0.0959625383924126
GET4 7 NA 0.0959970788329655
OR1C1 1 NA 0.0960584555153311
TCF7L2 10 NA 0.0960639788536048
CPA2 7 NA 0.0963231271001739
RERE 1 NA 0.0964020218387153
ROS1 6 NA 0.0964363556180703
HTR1D 1 NA 0.0964721026209711
L3MBTL1 20 NA 0.0965831807948269
ZNF808 19 NA 0.0967251427863665
KRTAP1-1 17 NA 0.0967494886965458
KLRF1 12 NA 0.0968774192122006
SVIL 10 NA 0.0969090792526485
FAM134A 2 NA 0.0969860050692569
SDPR 2 NA 0.0971068231707075
KCNA7 19 NA 0.0971234747755904
TVP23A 16 NA 0.0973096078687073
ATR 3 NA 0.0973256160070547
MEX3D 19 NA 0.0975241657714706
BAZ2A 12 NA 0.0976266649177414
CRTAC1 10 NA 0.097675406089634
RASSF3 12 NA 0.0977152246757579
MAPK1IP1L 14 NA 0.0977152246757579
FAM171A2 17 NA 0.0977152246757579
MRPL27 17 NA 0.0977152246757579
TNNT1 19 NA 0.0977152246757579
POLE3 9 NA 0.0977152246757579
FAM71E1 19 NA 0.097719219566021
METAP1 4 NA 0.0979155522455657
CTRC 1 NA 0.0979757226847369
NKG7 19 NA 0.0980297095186708
ATXN7L3 17 NA 0.0980343883109063
DPF1 19 NA 0.0980881922749314
TMEM134 11 NA 0.0981250879328748
HAAO 2 NA 0.0981280951505191
ALDH7A1 5 NA 0.0981663913818326
FNTB 14 NA 0.0982841467459229
MMP27 11 NA 0.0983767840693255
BSPRY 9 NA 0.0984128847756685
C9orf84 9 NA 0.0984353333258736
CCDC121 2 NA 0.0984406611240609
SGK1 6 NA 0.0984589095180516
KCTD5 16 NA 0.0985563495733905
OR51I1 11 NA 0.098575620571473
AKR1B10 7 NA 0.0985847856056252
WDR7 18 NA 0.0986742566176708
SBK2 19 NA 0.0986951330328113
C11orf44 11 NA 0.0987641434146945
DMRTA1 9 NA 0.0988320005391462
RNF135 17 NA 0.0989674637044544
CILP2 19 NA 0.0990148784133668
SDHA 5 NA 0.0990393333183375
CHURC1-FNTB 14 NA 0.0990732040089506
GFM2 5 NA 0.0990906733157226
PMS2 7 NA 0.0991349155183801
GPLD1 6 NA 0.0991419969555856
PCBP2 12 NA 0.0991692671605195
TTLL3 3 NA 0.0991961233162193
MLLT3 9 NA 0.0992385906175334
MIF 22 NA 0.0992502032919054
TMEM200B 1 NA 0.099261100315487
FBXO8 4 NA 0.0992621632401859
LGALS13 19 NA 0.099283716987882
TRIM5 11 NA 0.0993796182439165
AKAP3 12 NA 0.0995738681544884
OR6K6 1 NA 0.0995851844836707
MBOAT4 8 NA 0.0996550439451976
LMCD1 3 NA 0.0996972620180331
CCDC127 5 NA 0.0997450331757215
ACTR6 12 NA 0.0997866966605309
TMED1 19 NA 0.0997866966605309
DPT 1 NA 0.0997866966605309
PRPF3 1 NA 0.0997866966605309
NKIRAS1 3 NA 0.0997866966605309
RAP2B 3 NA 0.0997866966605309
CD83 6 NA 0.0997866966605309
IFNA1 9 NA 0.0997866966605309
KCNAB3 17 NA 0.0999221764331818
SON 21 NA 0.0999906652877739
CD8A 2 NA 0.100027844444333
IGF2BP3 7 NA 0.100091791315231
COQ4 9 NA 0.100170475145521
CPA5 7 NA 0.100221163434653
TGFB2 1 NA 0.100262810596286
APOL4 22 NA 0.100357077108271
MCAT 22 NA 0.10036549407582
PKIB 6 NA 0.100430532769176
OR51B6 11 NA 0.100499354606626
ZKSCAN7 3 NA 0.100659859228991
TRERF1 6 NA 0.100754295522659
CAPN3 15 NA 0.100822222322423
AAK1 2 NA 0.100837243779903
KRTAP4-8 17 NA 0.100900950407945
SLC7A4 22 NA 0.101117543944625
AARS 16 NA 0.101189106309185
LRRIQ1 12 NA 0.101262173022907
F7 13 NA 0.101327208128538
ZFP57 6 NA 0.101343999131573
TREH 11 NA 0.101365210249787
C11orf65 11 NA 0.101507059568001
DNMT3A 2 NA 0.101566679227604
TFAP2A 6 NA 0.101567750739238
PRPF18 10 NA 0.101608809325404
ESF1 20 NA 0.101852416683068
RBM34 1 NA 0.101910369895612
IBA57-AS1 1 NA 0.101913045086261
ITPRIPL1 2 NA 0.101968708340183
EPB41L4B 9 NA 0.102024585348955
ANO9 11 NA 0.102048979869862
PTF1A 10 NA 0.102205377123188
AGL 1 NA 0.102253277825491
SMARCD1 12 NA 0.102327457766921
C14orf1 14 NA 0.102327457766921
XRCC3 14 NA 0.102327457766921
UBL7 15 NA 0.102327457766921
MSL1 17 NA 0.102327457766921
NT5C 17 NA 0.102327457766921
SERPINB8 18 NA 0.102327457766921
ST8SIA5 18 NA 0.102327457766921
DTD1 20 NA 0.102327457766921
SLC13A3 20 NA 0.102327457766921
NOP58 2 NA 0.102327457766921
FBXO45 3 NA 0.102327457766921
PRICKLE2 3 NA 0.102327457766921
DMTN 8 NA 0.102327457766921
C9orf16 9 NA 0.102327457766921
FBP1 9 NA 0.102327457766921
C8orf48 8 NA 0.102473455192553
FLG 1 NA 0.102638352250723
REM1 20 NA 0.102712997159573
SRSF4 1 NA 0.102754362191414
ACADVL 17 NA 0.102976362844081
TARBP2 12 NA 0.103142207453694
MRPL3 3 NA 0.103147135208886
KRTAP4-2 17 NA 0.103257232070251
CHI3L2 1 NA 0.103356525057121
PDXP 22 NA 0.103407164062106
NCAPD2 12 NA 0.103596691468707
POLR3B 12 NA 0.103597459160086
TLE3 15 NA 0.103606772172323
CDH20 18 NA 0.103675398252907
ZNF543 19 NA 0.103759998465516
NCR2 6 NA 0.104058199847333
CDON 11 NA 0.104081335669669
SLC36A2 5 NA 0.104172398164172
IFRD1 7 NA 0.104236330953014
CHRDL2 11 NA 0.104260357233993
CENPB 20 NA 0.104297621109814
COQ9 16 NA 0.104341366880612
ZNF561 19 NA 0.104352460481108
PTPRJ 11 NA 0.104380215378593
KIF25 6 NA 0.104419138533568
TEPP 16 NA 0.104430896920807
PCDHGA6 5 NA 0.104469966955636
KIF18A 11 NA 0.104568468274089
KCNA5 12 NA 0.104636541506055
PRKD3 2 NA 0.104675575373318
LARP4B 10 NA 0.10471243382212
NWD1 19 NA 0.104810192539953
FXYD5 19 NA 0.104953022075977
PCDHA9 5 NA 0.104976257376933
CLCNKA 1 NA 0.105097099040727
DPEP2 16 NA 0.105127282903015
FAT2 5 NA 0.105130952177817
TAF1A 1 NA 0.105171847761452
FNBP4 11 NA 0.105228700199046
ZNF780B 19 NA 0.105326842299162
CC2D2A 4 NA 0.105352861174733
SIGLEC9 19 NA 0.105376109833712
OR10J1 1 NA 0.105384494894069
SLC51A 3 NA 0.105387352566415
FBN1 15 NA 0.105536862854196
BMF 15 NA 0.105603832469467
NFAT5 16 NA 0.105664798203577
CD209 19 NA 0.105715130442118
BPIFC 22 NA 0.10575713782537
FOXI1 5 NA 0.105783776669441
CASC4 15 NA 0.106001090478752
TM4SF1 3 NA 0.106105039835922
HGD 3 NA 0.106195405487425
SORT1 1 NA 0.106289131820658
SCAF1 19 NA 0.106295313082431
BTBD7 14 NA 0.106400335370481
ATF4 22 NA 0.106564021478965
CCDC158 4 NA 0.106650615395433
FGGY 1 NA 0.106736637306417
C14orf37 14 NA 0.1068719755766
FAM26D 6 NA 0.107022093273458
UBAP2 9 NA 0.107030779338868
PCLO 7 NA 0.107068301752611
GLRA1 5 NA 0.107249711426125
NSRP1 17 NA 0.107271324540063
GOLIM4 3 NA 0.10727138004185
EME2 16 NA 0.107390463410093
KRBOX1 3 NA 0.107409314546794
GOLGB1 3 NA 0.107436165169872
COL11A1 1 NA 0.107711158874818
IRGQ 19 NA 0.107760689577216
STRN3 14 NA 0.107769464403926
IFI16 1 NA 0.108077378478367
EXT2 11 NA 0.108134107289111
CDC42EP2 11 NA 0.108230613886818
CFL1 11 NA 0.108230613886818
MRGPRD 11 NA 0.108230613886818
ERI2 16 NA 0.108230613886818
SLC16A4 1 NA 0.108230613886818
BHLHE23 20 NA 0.108230613886818
IQCJ 3 NA 0.108230613886818
LRRC3B 3 NA 0.108230613886818
CRHBP 5 NA 0.108230613886818
TAAR9 6 NA 0.108230613886818
TRBV3-1 7 NA 0.108230613886818
RPL7A 9 NA 0.108230613886818
APEX1 14 NA 0.108264454518802
SLC28A2 15 NA 0.108309488438593
ANXA7 10 NA 0.108429287973293
ANKDD1A 15 NA 0.108502617428583
OR52B4 11 NA 0.108532051436632
STAT1 2 NA 0.108540762501182
ESYT1 12 NA 0.108659559781698
GBA2 9 NA 0.108691433707612
NEIL3 4 NA 0.108692642665797
HAGH 16 NA 0.108700817271639
FAM134B 5 NA 0.108707736185964
CD164L2 1 NA 0.108735720056627
CEP290 12 NA 0.108747769058325
MMP3 11 NA 0.108811464812609
MRPL20 1 NA 0.108928895781133
LRRC58 3 NA 0.109079440357062
SPG7 16 NA 0.109254621960685
VPS37A 8 NA 0.109520818014859
PRCP 11 NA 0.109553423504833
ADAM7 8 NA 0.109592357781211
BAHD1 15 NA 0.109732318656846
PBLD 10 NA 0.109791840355167
MRPL51 12 NA 0.109791840355167
MUCL1 12 NA 0.109791840355167
ALOX5AP 13 NA 0.109791840355167
PCTP 17 NA 0.109791840355167
NCDN 1 NA 0.109791840355167
RNF115 1 NA 0.109791840355167
PLCXD2 3 NA 0.109791840355167
C5orf47 5 NA 0.109791840355167
SLC6A3 5 NA 0.109791840355167
RAD51C 17 NA 0.109821118707281
NUTM1 15 NA 0.109840567703231
GNPTAB 12 NA 0.109846238826307
FMNL2 2 NA 0.109877460549832
R3HDM1 2 NA 0.109893306965939
NT5C1B 2 NA 0.109906409992193
MRGPRF 11 NA 0.109941386650753
PPP1R26 9 NA 0.109991224644094
RBFOX2 22 NA 0.11004547818058
FOLH1 11 NA 0.110227716192927
DCP1B 12 NA 0.11027415669501
LAMC1 1 NA 0.11032583952595
RBM28 7 NA 0.1104473331675
OR6N1 1 NA 0.110513255850898
MYH7B 20 NA 0.110572832579306
CLEC7A 12 NA 0.110576294505502
RELT 11 NA 0.110588621550144
WASF2 1 NA 0.110631877754396
NDOR1 9 NA 0.110637063568239
SHC4 15 NA 0.110682395709783
PSKH2 8 NA 0.110698414622256
DZANK1 20 NA 0.110703695166048
TOPBP1 3 NA 0.110724551140636
DEFB129 20 NA 0.110831988914115
PIK3CG 7 NA 0.110924111637988
PASK 2 NA 0.110952829384864
MTMR12 5 NA 0.111106065642864
SIRPB2 20 NA 0.111150905010227
BBS4 15 NA 0.11122594108814
JMJD4 1 NA 0.111275472795299
RANBP6 9 NA 0.111398711146862
RTKN 2 NA 0.111400181903618
CPS1 2 NA 0.11148426990794
ZNF785 16 NA 0.11153679100442
CBX2 17 NA 0.111546273762442
MRPL53 2 NA 0.111653468533713
WASF3 13 NA 0.11166848047622
CFB 6 NA 0.111676994994958
CBWD6 9 NA 0.111678828204258
MANSC1 12 NA 0.111702088631202
ST14 11 NA 0.11171541788558
HSPA9 5 NA 0.111844602620762
OR5AU1 14 NA 0.111867522910933
TDRD15 2 NA 0.111887803025824
DENND5A 11 NA 0.111943291954547
ANO2 12 NA 0.111956956454341
NAA25 12 NA 0.112136198848164
MS4A18 11 NA 0.112218417100373
EFCAB12 3 NA 0.112326659474292
GJA1 6 NA 0.112360201878498
WISP3 6 NA 0.112363371245423
TBC1D30 12 NA 0.112467393897779
NCAPG2 7 NA 0.112487177703188
ZNF615 19 NA 0.112518066977357
JAM3 11 NA 0.112693285839765
ALG2 9 NA 0.112725319387359
CABIN1 22 NA 0.112762123102815
SH3RF3 2 NA 0.112900462355131
CEP95 17 NA 0.112959991611132
MRI1 19 NA 0.11306811865796
TMEM106A 17 NA 0.113267603969495
SNAI3 16 NA 0.113332180816311
CELA2A 1 NA 0.11335795419978
CTLA4 2 NA 0.11338517298515
EML5 14 NA 0.113420137809921
PRKD2 19 NA 0.113527676112146
VWA2 10 NA 0.113558889474344
PCDHA5 5 NA 0.11356944913225
CCDC17 1 NA 0.113576973243562
BAIAP2L1 7 NA 0.113607734067608
SLC5A9 1 NA 0.113670880886458
TAGAP 6 NA 0.113716941267903
RPL22L1 3 NA 0.113865532584201
ASTN2 9 NA 0.113953538454664
PLA2G15 16 NA 0.114013141177279
SH3RF2 5 NA 0.11407471699352
MUC4 3 NA 0.114200514361126
ZKSCAN8 6 NA 0.114359463623957
HIST1H1E 6 NA 0.114382494323523
USH2A 1 NA 0.114410821866807
TRAV41 14 NA 0.11447361312373
RNPEPL1 2 NA 0.114628465427473
CALHM1 10 NA 0.114647593874014
ARFIP2 11 NA 0.114703286720443
EIF1 17 NA 0.114703286720443
ZNF527 19 NA 0.114703286720443
SMARCB1 22 NA 0.114703286720443
PRKCI 3 NA 0.114703286720443
CDH10 5 NA 0.114703286720443
COMMD5 8 NA 0.114703286720443
DCTN3 9 NA 0.114703286720443
TMEFF1 9 NA 0.114703286720443
ZC3H7B 22 NA 0.11478880859563
CDAN1 15 NA 0.114790789528128
BMPER 7 NA 0.114902800147745
FCF1 14 NA 0.114930332903105
SLC26A3 7 NA 0.115028725651208
IGSF21 1 NA 0.115072229204831
ITPKC 19 NA 0.115084491666666
B3GALT6 1 NA 0.1150941295054
DPCR1 6 NA 0.115124513495522
COL10A1 6 NA 0.115219412576838
EHD4 15 NA 0.115225130852222
L1TD1 1 NA 0.115229450689693
ADCY6 12 NA 0.115428083607978
ATRN 20 NA 0.115500887201272
B9D1 17 NA 0.115549474503263
POM121 7 NA 0.115759202483229
ITGAV 2 NA 0.115838455112276
GPC1 2 NA 0.116206750483892
UNC45A 15 NA 0.116218651981196
FANCI 15 NA 0.116383279814271
RNF139 8 NA 0.117200579341089
TJP1 15 NA 0.117303869307834
ZNF836 19 NA 0.117319770806307
NDUFAF4 6 NA 0.11732558094924
PTPRK 6 NA 0.117346548166293
TNS3 7 NA 0.117370829295863
WDR11 10 NA 0.117402256555062
ZNF700 19 NA 0.117435135974313
EPHB3 3 NA 0.117597285932633
EDRF1 10 NA 0.117664529432756
HRH1 3 NA 0.117695427326403
FADS3 11 NA 0.117907918997773
ZNF618 9 NA 0.117926028885163
SLC25A34 1 NA 0.117927956157684
GALNT8 12 NA 0.117936721146121
TVP23C-CDRT4 17 NA 0.118065326544655
POMK 8 NA 0.118069856042355
HHATL 3 NA 0.118086929594382
S100A3 1 NA 0.118203926808305
GLIS1 1 NA 0.118359053254588
CCDC178 18 NA 0.118389818200595
ZNF606 19 NA 0.118571950825208
ACTN3 11 NA 0.118734793878928
RGMA 15 NA 0.118808070825338
ERVFRD-1 6 NA 0.11888409740116
CABLES2 20 NA 0.118932800695865
FCRL1 1 NA 0.118960541918623
MS4A7 11 NA 0.119052089654069
TMEM155 4 NA 0.119174020941069
NEDD8-MDP1 14 NA 0.11919356918022
ALG1L 3 NA 0.119194697706774
FLRT1 11 NA 0.119200899017777
KIAA1456 8 NA 0.119269339271894
PRSS38 1 NA 0.119301778175095
METTL17 14 NA 0.119333869920746
PTX3 3 NA 0.119399700820813
SRFBP1 5 NA 0.119405233982826
SUPT16H 14 NA 0.119409876792223
FAM35A 10 NA 0.119495720259687
MDP1 14 NA 0.119578966996524
OR14A16 1 NA 0.119638402027398
ABCF1 6 NA 0.119667029347296
REG1B 2 NA 0.119719719853572
OR8B2 11 NA 0.119800494508768
GCC2 2 NA 0.119855994628892
ZNF222 19 NA 0.119869568099992
LAMA3 18 NA 0.119869963742928
ASNSD1 2 NA 0.11987279407892
CD109 6 NA 0.119924159024147
OR2V2 5 NA 0.119967537088635
ZNF512B 20 NA 0.120176570440168
PLEKHA4 19 NA 0.120266915184184
F10 13 NA 0.120289265409247
SEPSECS 4 NA 0.120290229638151
PCDHA6 5 NA 0.120296460400214
CRYZ 1 NA 0.120377623490138
TPSD1 16 NA 0.120391241539079
SLC4A7 3 NA 0.120514853694829
SLC2A6 9 NA 0.120654415056689
RCL1 9 NA 0.120673982428294
ATP9B 18 NA 0.120687487176788
IL15RA 10 NA 0.120770963235585
WWOX 16 NA 0.120930745046361
PTK7 6 NA 0.120956098924536
SERPINC1 1 NA 0.121145243748697
CRADD 12 NA 0.121217904342116
ZNF341 20 NA 0.121265226837584
LSM5 7 NA 0.121328104096553
SCGB2A2 11 NA 0.121405515164745
ITPRIPL2 16 NA 0.121405515164745
EDAR 2 NA 0.121405515164745
RAB19 7 NA 0.121405515164745
CNOT7 8 NA 0.121405515164745
GVQW1 9 NA 0.121405515164745
CHMP2A 19 NA 0.121596237428587
C2CD3 11 NA 0.121679401120034
KRT7 12 NA 0.121821138739314
PALLD 4 NA 0.121836810509397
C1orf145 1 NA 0.121844819800915
KIF27 9 NA 0.121859020512455
HTR1E 6 NA 0.121863914594745
GGTLC2 22 NA 0.121969062281416
EIF4G2 11 NA 0.121973984098911
CHSY3 5 NA 0.121987531823143
APOL2 22 NA 0.122011084631948
NBPF1 1 NA 0.122027619725986
ZNF862 7 NA 0.122208240742751
SNX19 11 NA 0.122289965745853
OR2T7 1 NA 0.122381347516294
PUM1 1 NA 0.122424197195083
VEGFB 11 NA 0.122633200837878
FAM110D 1 NA 0.122666050824041
UBN1 16 NA 0.12266614888437
IGLV5-45 22 NA 0.122755285695397
LPO 17 NA 0.122779933914842
MYBPC1 12 NA 0.1229718053705
BTBD10 11 NA 0.123041859700395
FAM60A 12 NA 0.123041859700395
STAC3 12 NA 0.123041859700395
CELF6 15 NA 0.123041859700395
NRTN 19 NA 0.123041859700395
